1,4,10,2,20,U,1,51
2,4,10,2,20,S,1,31,0,1,1,1
3,4,10,2,20,U,1,41
4,4,10,2,20,S,1,24,1,0,0,0
5,4,10,2,20,S,1,15,0,0,1,1
6,4,10,2,20,S,1,38,1,1,0,1
7,4,10,2,20,S,1,5,0,0,0,0
8,4,10,2,20,U,1,67
9,4,10,2,20,U,1,39
10,4,10,2,20,U,1,37
11,8,16,2,32,U,1,868
12,8,16,2,32,U,1,781
13,8,16,2,32,S,1,412,1,0,0,0,1,0,1,0
14,8,16,2,32,S,1,268,0,1,0,0,1,1,1,1
15,8,16,2,32,U,1,792
16,8,16,2,32,U,1,674
17,8,16,2,32,S,1,414,1,0,0,0,0,0,1,0
18,8,16,2,32,U,1,654
19,8,16,2,32,S,1,200,0,1,0,0,0,1,1,0
20,8,16,2,32,S,1,501,1,0,1,0,1,1,1,1
21,12,24,2,48,S,1,1401,0,0,0,1,1,0,1,0,1,1,0,1
22,12,24,2,48,S,1,121,0,0,0,0,0,0,0,1,1,1,0,0
23,12,24,2,48,U,1,12716
24,12,24,2,48,U,1,12535
25,12,24,2,48,S,1,688,0,0,0,0,1,1,0,1,1,1,1,0
26,12,24,2,48,U,1,13136
27,12,24,2,48,U,1,12365
28,12,24,2,48,S,1,9843,1,0,1,0,1,0,0,0,0,1,1,1
29,12,24,2,48,U,1,14984
30,12,24,2,48,S,1,3412,0,0,1,1,0,1,1,1,1,1,1,0
31,16,32,2,64,S,1,16039,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
32,16,32,2,64,U,1,298469
33,16,32,2,64,S,1,104688,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1
34,16,32,2,64,S,1,106336,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
35,16,32,2,64,U,1,278978
36,16,32,2,64,S,1,96727,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1
37,16,32,2,64,U,1,291976
38,16,32,2,64,U,1,297845
39,16,32,2,64,S,1,177199,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
40,16,32,2,64,U,1,257580
41,18,36,2,72,U,1,1112566
42,18,36,2,72,U,1,1125273
43,18,36,2,72,U,1,1093334
44,18,36,2,72,U,1,1077419
45,18,36,2,72,U,1,1079649
46,18,36,2,72,U,1,1167810
47,18,36,2,72,U,1,1101509
48,18,36,2,72,S,1,1039759,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
49,18,36,2,72,U,1,1109397
50,18,36,2,72,S,1,223692,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,20,40,2,80,U,1,4530605
52,20,40,2,80,U,1,4503915
53,20,40,2,80,S,1,697819,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1
54,20,40,2,80,U,1,4827115
55,20,40,2,80,U,1,4632925
56,20,40,2,80,U,1,4676083
57,20,40,2,80,U,1,4777033
58,20,40,2,80,S,1,3588831,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0
59,20,40,2,80,U,1,5404583
60,20,40,2,80,S,1,173405,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
61,22,44,2,88,S,1,16232166,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
62,22,44,2,88,U,1,20175673
63,22,44,2,88,U,1,20648287
64,22,44,2,88,U,1,19732975
65,22,44,2,88,U,1,21113160
66,22,44,2,88,U,1,21373924
67,22,44,2,88,U,1,21607777
68,22,44,2,88,U,1,20504786
69,22,44,2,88,U,1,21071182
70,22,44,2,88,U,1,20532048
71,24,48,2,96,S,1,17678292,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
72,24,48,2,96,U,1,85555734
73,24,48,2,96,U,1,84603280
74,24,48,2,96,S,1,38228226,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
75,24,48,2,96,U,1,92310993
76,24,48,2,96,U,1,83839412
77,24,48,2,96,U,1,84588941
78,24,48,2,96,U,1,81966384
79,24,48,2,96,U,1,84220194
80,24,48,2,96,S,1,19914266,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
81,4,20,3,60,U,1,63
82,4,20,3,60,S,1,36,1,0,0,0
83,4,20,3,60,S,1,29,0,1,1,0
84,4,20,3,60,S,1,62,1,1,1,0
85,4,20,3,60,U,1,68
86,4,20,3,60,S,1,59,1,1,0,1
87,4,20,3,60,U,1,61
88,4,20,3,60,U,1,53
89,4,20,3,60,U,1,63
90,4,20,3,60,S,1,48,1,0,1,0
91,8,40,3,120,S,1,497,0,1,1,1,1,0,0,1
92,8,40,3,120,S,1,48,0,0,0,0,1,0,0,0
93,8,40,3,120,S,1,670,1,0,0,1,0,1,1,0
94,8,40,3,120,U,1,1279
95,8,40,3,120,U,1,932
96,8,40,3,120,U,1,1008
97,8,40,3,120,U,1,1025
98,8,40,3,120,U,1,1058
99,8,40,3,120,U,1,864
100,8,40,3,120,U,1,1071
101,12,60,3,180,U,1,18800
102,12,60,3,180,S,1,1945,0,0,0,1,0,1,0,0,0,0,0,0
103,12,60,3,180,U,1,18802
104,12,60,3,180,S,1,11535,0,1,1,1,0,0,0,1,1,0,0,0
105,12,60,3,180,U,1,18624
106,12,60,3,180,U,1,19285
107,12,60,3,180,U,1,18924
108,12,60,3,180,U,1,19329
109,12,60,3,180,S,1,9618,1,0,0,0,0,0,0,0,0,1,0,0
110,12,60,3,180,U,1,21190
111,16,80,3,240,U,1,356275
112,16,80,3,240,S,1,134726,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
113,16,80,3,240,U,1,339847
114,16,80,3,240,U,1,343812
115,16,80,3,240,U,1,326018
116,16,80,3,240,U,1,345642
117,16,80,3,240,U,1,359919
118,16,80,3,240,U,1,332335
119,16,80,3,240,U,1,339663
120,16,80,3,240,S,1,22924,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
121,18,90,3,270,U,1,1470868
122,18,90,3,270,U,1,1436025
123,18,90,3,270,U,1,1589665
124,18,90,3,270,U,1,1442651
125,18,90,3,270,U,1,1420541
126,18,90,3,270,S,1,219547,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0
127,18,90,3,270,S,1,103088,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
128,18,90,3,270,S,1,910731,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1
129,18,90,3,270,U,1,1384702
130,18,90,3,270,S,1,721904,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0
131,20,100,3,300,S,1,4938345,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1
132,20,100,3,300,U,1,5585875
133,20,100,3,300,S,1,3242388,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
134,20,100,3,300,U,1,6022579
135,20,100,3,300,S,1,5359143,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1
136,20,100,3,300,U,1,5864937
137,20,100,3,300,U,1,6298564
138,20,100,3,300,S,1,3246339,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
139,20,100,3,300,U,1,6003336
140,20,100,3,300,U,1,6054031
141,22,110,3,330,S,1,22688743,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
142,22,110,3,330,S,1,2039959,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1
143,22,110,3,330,U,1,25817964
144,22,110,3,330,U,1,24824774
145,22,110,3,330,U,1,24377494
146,22,110,3,330,U,1,24608193
147,22,110,3,330,U,1,27258593
148,22,110,3,330,U,1,25805257
149,22,110,3,330,S,1,21147368,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0
150,22,110,3,330,S,1,3775573,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
151,24,120,3,360,U,1,107647190
152,24,120,3,360,U,1,96021777
153,24,120,3,360,U,1,103443208
154,24,120,3,360,U,1,104320441
155,24,120,3,360,U,1,111435848
156,24,120,3,360,U,1,101073110
157,24,120,3,360,U,1,105182791
158,24,120,3,360,U,1,109442749
159,24,120,3,360,U,1,106396832
160,24,120,3,360,U,1,103466427
161,4,40,4,160,S,1,76,1,1,1,0
162,4,40,4,160,U,1,117
163,4,40,4,160,U,1,75
164,4,40,4,160,S,1,197,0,1,0,1
165,4,40,4,160,S,1,92,1,1,0,1
166,4,40,4,160,S,1,26,0,0,0,1
167,4,40,4,160,S,1,33,0,0,1,0
168,4,40,4,160,S,1,87,1,1,0,0
169,4,40,4,160,S,1,102,1,1,1,1
170,4,40,4,160,S,1,43,0,1,0,0
171,8,80,4,320,S,1,791,0,1,1,0,1,1,1,0
172,8,80,4,320,S,1,1169,1,0,1,0,0,0,0,0
173,8,80,4,320,S,1,284,0,0,1,0,1,0,1,0
174,8,80,4,320,S,1,1077,1,0,1,1,0,1,0,0
175,8,80,4,320,S,1,708,0,1,1,0,0,1,1,1
176,8,80,4,320,U,1,1845
177,8,80,4,320,U,1,1411
178,8,80,4,320,S,1,1711,1,1,1,1,1,0,1,1
179,8,80,4,320,U,1,1548
180,8,80,4,320,U,1,1695
181,12,120,4,480,S,1,1558,0,0,0,0,1,1,1,1,0,1,0,1
