1000,4,9,2,18,?,0,43.392181396484375
1001,4,9,2,18,?,0,26.226043701171875
1002,4,9,2,18,?,0,30.040740966796875
1003,4,9,2,18,?,0,28.6102294921875
1004,4,9,2,18,?,0,13.113021850585938
1005,4,9,2,18,?,0,75.10185241699219
1006,4,9,2,18,?,0,43.392181396484375
1007,4,9,2,18,?,0,31.232833862304688
1008,4,9,2,18,?,0,22.88818359375
1009,4,9,2,18,?,0,24.318695068359375
1010,8,18,2,36,?,0,69.37980651855469
1011,8,18,2,36,?,0,58.17413330078125
1012,8,18,2,36,?,0,79.63180541992188
1013,8,18,2,36,?,0,209.33151245117188
1014,8,18,2,36,?,0,50.067901611328125
1015,8,18,2,36,?,0,48.87580871582031
1016,8,18,2,36,?,0,142.3358917236328
1017,8,18,2,36,?,0,98.46687316894531
1018,8,18,2,36,?,0,57.220458984375
1019,8,18,2,36,?,0,48.87580871582031
1020,12,20,2,40,?,0,127.07710266113281
1021,12,20,2,40,?,0,113.01040649414062
1022,12,20,2,40,?,0,138.28277587890625
1023,12,20,2,40,?,0,112.29515075683594
1024,12,20,2,40,?,0,104.66575622558594
1025,12,20,2,40,?,0,182.15179443359375
1026,12,20,2,40,?,0,49.591064453125
1027,12,20,2,40,?,0,158.78677368164062
1028,12,20,2,40,?,0,272.51243591308594
1029,12,20,2,40,?,0,112.05673217773438
1030,16,30,2,60,?,0,244.61746215820312
1031,16,30,2,60,?,0,200.51002502441406
1032,16,30,2,60,?,0,318.76564025878906
1033,16,30,2,60,?,0,181.1981201171875
1034,16,30,2,60,?,0,451.80320739746094
1035,16,30,2,60,?,0,215.29197692871094
1036,16,30,2,60,?,0,82.25440979003906
1037,16,30,2,60,?,0,168.32351684570312
1038,16,30,2,60,?,0,92.50640869140625
1039,16,30,2,60,?,0,155.2104949951172
1040,18,32,2,64,?,0,1794.576644897461
1041,18,32,2,64,?,0,546.4553833007812
1042,18,32,2,64,?,0,607.4905395507812
1043,18,32,2,64,?,0,228.1665802001953
1044,18,32,2,64,?,0,682.830810546875
1045,18,32,2,64,?,0,135.66017150878906
1046,18,32,2,64,?,0,199.0795135498047
1047,18,32,2,64,?,0,227.92816162109375
1048,18,32,2,64,?,0,278.9497375488281
1049,18,32,2,64,?,0,97.75161743164062
1050,20,33,2,66,?,0,200.9868621826172
1051,20,33,2,66,?,0,317.0967102050781
1052,20,33,2,66,?,0,388.3838653564453
1053,20,33,2,66,?,0,331.64024353027344
1054,20,33,2,66,?,0,606.0600280761719
1055,20,33,2,66,?,0,242.71011352539062
1056,20,33,2,66,?,0,113.96408081054688
1057,20,33,2,66,?,0,333.7860107421875
1058,20,33,2,66,?,0,220.5371856689453
1059,20,33,2,66,?,0,288.4864807128906
1060,22,38,2,76,?,0,409.3647003173828
1061,22,38,2,76,?,0,346.4221954345703
1062,22,38,2,76,?,0,109.67254638671875
1063,22,38,2,76,?,0,425.57716369628906
1064,22,38,2,76,?,0,731.9450378417969
1065,22,38,2,76,?,0,314.47410583496094
1066,22,38,2,76,?,0,200.74844360351562
1067,22,38,2,76,?,0,131.36863708496094
1068,22,38,2,76,?,0,661.8499755859375
1069,22,38,2,76,?,0,486.3739013671875
1070,24,43,2,86,?,0,281.8107604980469
1071,24,43,2,86,?,0,320.4345703125
1072,24,43,2,86,?,0,738.6207580566406
1073,24,43,2,86,?,0,237.94174194335938
1074,24,43,2,86,?,0,71.76399230957031
1075,24,43,2,86,?,0,151.63421630859375
1076,24,43,2,86,?,0,305.17578125
1077,24,43,2,86,?,0,142.3358917236328
1078,24,43,2,86,?,0,447.5116729736328
1079,24,43,2,86,?,0,397.4437713623047
1080,26,45,2,90,?,0,228.1665802001953
1081,26,45,2,90,?,0,452.5184631347656
1082,26,45,2,90,?,0,391.24488830566406
1083,26,45,2,90,?,0,313.9972686767578
1084,26,45,2,90,?,0,406.2652587890625
1085,26,45,2,90,?,0,119.44770812988281
1086,26,45,2,90,?,0,377.1781921386719
1087,26,45,2,90,?,0,295.1622009277344
1088,26,45,2,90,?,0,449.4190216064453
1089,26,45,2,90,?,0,424.38507080078125
1090,28,47,2,94,?,0,192.6422119140625
1091,28,47,2,94,?,0,370.5024719238281
1092,28,47,2,94,?,0,418.4246063232422
1093,28,47,2,94,?,0,686.6455078125
1094,28,47,2,94,?,0,112.29515075683594
1095,28,47,2,94,?,0,232.45811462402344
1096,28,47,2,94,?,0,597.2385406494141
1097,28,47,2,94,?,0,377.1781921386719
1098,28,47,2,94,?,0,141.143798828125
1099,28,47,2,94,?,0,1068.115234375
2SAT,The SenSATional Duo,100,50,50,0,1
